ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-1014306,3,7/12/2018 12:36,7/12/2018 13:06,40.853786,-73.963249,1.610000014,Center lane blocked due to accident on I-95 George Washington Brg Northbound between Henry Hudson Pkwy and Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,7/12/2018 12:51,82,,34,30.18,10,Variable,5.8,,Day
A-1014318,2,7/12/2018 15:42,7/12/2018 16:12,40.870018,-74.186584,0,Left lane closed due to accident on US-46 Westbound at NJ-3.,1226,US Highway 46,Clifton,Passaic,NJ,07013-2421,7/12/2018 15:53,84.9,,33,30.19,10,Variable,3.5,,Day
A-1014320,2,7/12/2018 15:55,7/12/2018 16:24,40.499828,-74.406914,0,Left lane closed due to accident on US-1 Northbound at Travers Ave.,,US Highway 1,Edison,Middlesex,NJ,8817,7/12/2018 20:35,77.2,,43,30.2,10,Calm,,,Day
A-1014329,2,7/12/2018 17:17,7/12/2018 17:46,40.705383,-74.245613,0,Left lane blocked due to accident on Garden State Pkwy Northbound at Exits 142A 142B 142C I-78.,,I-78 W,Hillside,Union,NJ,7205,7/12/2018 16:51,81,,44,30.17,10,SSE,10.4,,Day
A-1014342,2,7/12/2018 18:34,7/12/2018 19:03,39.963799,-74.997734,0,Accident on NJ-73 Northbound at County Hwy-609 Stiles Ave.,,Route 73 S,Maple Shade,Burlington,NJ,8052,7/12/2018 18:54,78.1,,56,30.18,10,ESE,5.8,,Day
A-1014343,3,7/12/2018 19:08,7/12/2018 19:37,40.665047,-74.182167,0,Right lane blocked due to accident on I-95 New Jersey Turnpike at Exit 13A NJ-81.,,New Jersey Tpke S,Elizabeth,Union,NJ,7201,7/12/2018 18:51,79,,44,30.18,10,SSE,8.1,,Day
A-1014345,2,7/12/2018 19:57,7/12/2018 20:27,40.503956,-74.399178,0,Left lane closed due to accident on US-1 Southbound at County Hwy-529 Plainfield Ave.,,US Highway 1,Edison,Middlesex,NJ,8817,7/12/2018 20:35,77.2,,43,30.2,10,Calm,,,Day
A-1014346,3,7/12/2018 19:57,7/12/2018 20:26,40.705383,-74.245613,0,Accident on I-78 Eastbound at Exit 52 Garden State Pkwy.,,I-78 W,Hillside,Union,NJ,7205,7/12/2018 19:51,78.1,,46,30.19,10,SSE,6.9,,Day
A-1014347,2,7/12/2018 20:17,7/12/2018 21:01,40.660709,-74.233002,0,Accident bicyclist involved on NJ-439 Elmora Ave at Canton St.,114,Elmora Ave,Elizabeth,Union,NJ,07202-1630,7/12/2018 20:35,77.2,,43,30.2,10,Calm,,,Day
A-1014350,2,7/12/2018 21:37,7/12/2018 22:22,39.449162,-74.638161,0,Accident on US-322 Black Horse Pike at County Hwy-575 Wrangleboro Rd.,,Black Horse Pike,Mays Landing,Atlantic,NJ,8330,7/12/2018 21:54,73,,81,30.22,10,ESE,5.8,,Day
A-1014352,3,7/12/2018 23:16,7/13/2018 0:01,40.79842,-74.468147,0,Accident on I-287 Northbound around Exits 36 36A 36B County Hwy-510 Lafayette Ave.,,Lafayette Ave,Morristown,Morris,NJ,7960,7/12/2018 23:15,62.6,,88,30.24,10,Calm,,,Night
A-1016497,2,7/13/2018 2:05,7/13/2018 2:50,40.759228,-74.975922,0,Accident on NJ-57 Washington Ave at Jackson Ave.,141,E Washington Ave,Washington,Warren,NJ,07882-1924,7/13/2018 1:53,62.1,,100,30.22,9,Calm,,,Night
A-1016498,2,7/13/2018 2:48,7/13/2018 3:33,40.242344,-74.384209,0,Accident fallen power cables and grass fire on County Hwy-527 Alt Smithburg Rd at Baird Rd.,1,Baird Rd,Millstone Township,Monmouth,NJ,08535-8179,7/13/2018 3:00,,,,30.21,9,North,,,Night
A-1016500,2,7/13/2018 5:12,7/13/2018 5:41,39.800079,-74.949638,0,Accident on County Hwy-534 Clementon Rd at County Hwy-692 Franklin Ave.,144,Clementon Rd,Berlin,Camden,NJ,08009-1143,7/13/2018 4:54,61,,97,30.22,10,Calm,,,Day
A-1016510,2,7/13/2018 7:21,7/13/2018 7:50,40.853348,-74.176392,0,Right lane blocked due to accident on Garden State Pkwy Southbound after Exits 153 153A 153B NJ-3.,,State Route 3,Clifton,Passaic,NJ,7012,7/13/2018 6:51,71.1,,70,30.23,10,Calm,,,Day
A-1016512,2,7/13/2018 7:33,7/13/2018 8:03,39.837173,-75.000771,0,Accident on County Hwy-673 White Horse Rd at County Hwy-684 Gibbsboro Rd.,203,White Horse Rd W,Voorhees,Camden,NJ,8043,7/13/2018 7:54,66.9,,93,30.25,10,Calm,,,Day
A-1016513,3,7/13/2018 7:34,7/13/2018 8:04,40.642075,-74.289047,0,Two right lane blocked due to accident on Garden State Pkwy Southbound before Exit 136 County Hwy-615 Centennial Ave.,,Garden State Pkwy S,Cranford,Union,NJ,7016,7/13/2018 6:55,68,,76,30.25,10,Calm,,,Day
A-1016516,2,7/13/2018 7:51,7/13/2018 8:50,40.484371,-74.863655,0,Accident on US-202 Southbound after Johanna Farms Rd.,199,US Highway 202,Ringoes,Hunterdon,NJ,08551-2011,7/13/2018 7:53,69.1,,81,30.23,10,Calm,,,Day
A-1016517,2,7/13/2018 7:50,7/13/2018 8:50,41.03413,-74.97776,0,Accident on Gaisler Rd near Glen View Ln.,37,Gaisler Rd,Blairstown,Warren,NJ,07825-9665,7/13/2018 7:54,66.9,,93,30.25,,Calm,,,Day
A-1016518,2,7/13/2018 7:57,7/13/2018 8:26,39.840771,-75.069656,0,Accident on 9th Ave at NJ-168 Black Horse Pike.,2,W 9th Ave,Glendora,Camden,NJ,08029-1202,7/13/2018 7:54,72,,78,30.25,10,East,6.9,,Day
A-1016523,3,7/13/2018 8:27,7/13/2018 8:56,39.82066,-75.239075,0,Right lane closed due to accident on I-295 Northbound at Exit 18 Delaware St.,,US-130 S,Gibbstown,Gloucester,NJ,8027,7/13/2018 8:54,75,,66,30.27,10,East,6.9,,Day
A-1016527,3,7/13/2018 8:40,7/13/2018 9:10,40.81963,-74.315826,0,Accident on I-280 Westbound at Exits 5A 5B County Hwy-527 Livingston Ave.,,I-280 W,Roseland,Essex,NJ,7068,7/13/2018 8:53,73.9,,66,30.28,10,Calm,,,Day
A-1016530,2,7/13/2018 8:55,7/13/2018 9:25,40.812595,-74.10482,0,Left lane closed due to accident on NJ-3 Westbound before Meadow Rd.,,NJ-3 W,Rutherford,Bergen,NJ,7070,7/13/2018 8:51,78.1,,54,30.25,10,WNW,3.5,,Day
A-1016535,2,7/13/2018 9:35,7/13/2018 10:05,40.913837,-73.998573,0,Accident on County Hwy-10 New Bridge Rd at Warren St.,25,New Bridge Rd,Bergenfield,Bergen,NJ,07621-4303,7/13/2018 9:51,80.1,,52,30.24,10,Variable,5.8,,Day
A-1016536,3,7/13/2018 9:34,7/13/2018 10:03,41.027836,-74.239815,0,Lane blocked due to accident on I-287 Southbound at US-202 Ramapo Valley Rd.,,I-287 S,Oakland,Bergen,NJ,7436,7/13/2018 9:53,78.1,,56,30.27,10,Calm,,,Day
A-1016544,3,7/13/2018 10:39,7/13/2018 11:08,40.693333,-74.112068,0,Right lane blocked due to accident on I-78 New Jersey Turnpike Eastbound at Newark Bay Bridge.,,Casciano Memorial Bridge,Bayonne,Hudson,NJ,7002,7/13/2018 10:51,82,,42,30.23,10,SSE,5.8,,Day
A-1016550,2,7/13/2018 11:10,7/13/2018 11:40,40.678185,-75.156975,0,Accident on Victory Ave at March Blvd.,35,March Blvd,Phillipsburg,Warren,NJ,08865-3872,7/13/2018 10:51,81,,41,30.24,10,Calm,,,Day
A-1016554,2,7/13/2018 11:27,7/13/2018 11:56,40.77969,-74.975533,0,Accident on County Hwy-628 Jackson Valley Rd at NJ-31.,104,Jackson Valley Rd,Washington,Warren,NJ,07882-1516,7/13/2018 11:53,81,,54,30.22,10,Variable,3.5,,Day
A-1016558,2,7/13/2018 11:54,7/13/2018 12:23,40.679947,-74.27816,0,Accident on Garden State Pkwy Southbound at Exit 138 County Hwy-509 Galloping Hill Rd.,,Galloping Hill Rd,Kenilworth,Union,NJ,7033,7/13/2018 10:15,79.5,,46,30.25,10,Calm,,,Day
A-1016560,2,7/13/2018 12:13,7/13/2018 12:42,39.500278,-74.606667,0,Accident on US-30 White Horse Pike at County Hwy-563 Tilton Rd.,715,W White Horse Pike,Egg Harbor City,Atlantic,NJ,08215-3839,7/13/2018 11:54,80.1,,58,30.26,10,East,9.2,,Day
A-1016565,2,7/13/2018 12:59,7/13/2018 13:29,40.304634,-74.059738,0,Accident and fallen power cables on NJ-35 Eastbound at NJ-71 Broad St.,10,Broad St,Eatontown,Monmouth,NJ,07724-1520,7/13/2018 12:56,80.1,,50,30.26,10,Variable,6.9,,Day
A-1016567,3,7/13/2018 13:27,7/13/2018 13:56,40.731552,-74.039436,2.950000048,Right lane blocked due to accident on I-78 Holland Tunl Westbound between Broome St and Marin Blvd.,579,Luis Munoz Marin Blvd,Jersey City,Hudson,NJ,07310-1413,7/13/2018 13:35,84.2,,42,30.43,10,North,,,Day
A-1016577,2,7/13/2018 14:28,7/13/2018 14:58,40.792194,-74.427422,0,Accident on NJ-24 Westbound at Exits 2A 2B 2B-A County Hwy-510 Columbia Tpke.,,Columbia Tpke,Florham Park,Morris,NJ,7932,7/13/2018 14:45,86,,37,30.19,10,SW,4.6,,Day
A-1016583,2,7/13/2018 15:39,7/13/2018 16:23,40.733013,-74.120079,0,Left lane closed due to accident on US-1 Pulaski Skwy Northbound at I-95.,,Raymond Blvd,Newark,Essex,NJ,7105,7/13/2018 15:51,84.9,,38,30.18,10,SSE,10.4,,Day
A-1016586,3,7/13/2018 16:07,7/13/2018 16:36,40.541313,-74.506996,0,Right lane closed due to accident on I-287 Northbound at Exit 9 County Hwy-622 River Rd.,,River Rd,Piscataway,Middlesex,NJ,8854,7/13/2018 15:53,87.1,,37,30.18,10,NW,4.6,,Day
A-1016588,3,7/13/2018 16:30,7/13/2018 16:59,40.889866,-74.477974,0,Right lane closed due to accident on I-80 Eastbound at Exit 39 US-46.,,E Main St,Denville,Morris,NJ,7834,7/13/2018 16:45,84.2,,40,30.18,10,West,8.1,,Day
A-1016594,2,7/13/2018 16:51,7/13/2018 17:20,40.327091,-74.643272,0,Right hand shoulder closed due to accident on US-1 Northbound at Alexander Rd.,,US Highway 1,Princeton,Mercer,NJ,8540,7/13/2018 16:53,84.9,,37,30.17,10,Variable,4.6,,Day
A-1016595,3,7/13/2018 16:54,7/13/2018 17:24,39.872574,-75.082214,0,Right hand shoulder closed due to accident on I-295 Northbound at Exit 28 NJ-168 Black Horse Pike.,,N Black Horse Pike,Bellmawr,Camden,NJ,8031,7/13/2018 16:54,84.9,,33,30.19,10,SW,3.5,,Day
A-1016603,3,7/13/2018 17:29,7/13/2018 17:59,40.202415,-74.635201,0,Left lane closed due to accident on I-195 Westbound at Exits 5A 5B US-130.,,US-130 N,Trenton,Mercer,NJ,8691,7/13/2018 17:53,86,,32,30.14,10,SW,4.6,,Day
A-1016617,2,7/13/2018 21:00,7/13/2018 21:45,39.844967,-75.094734,0,Left lane blocked due to accident on NJ-42 Southbound at Exit 13 NJ-55.,,NJ-42 S,Woodbury,Gloucester,NJ,8096,7/13/2018 20:54,75.9,,62,30.19,10,SSW,8.1,,Day
A-1016620,3,7/13/2018 21:14,7/13/2018 21:56,39.991913,-74.877174,0,Left and center lane blocked due to accident on I-295 Northbound around Exits 43 43A 43B County Hwy-636 Creek Rd.,,I-295 N,Mount Laurel,Burlington,NJ,8054,7/13/2018 20:54,73.9,,62,30.18,10,Variable,3.5,,Day
A-1016622,2,7/13/2018 22:29,7/13/2018 23:13,39.79578,-74.236572,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound after Exit 69 County Hwy-532 Wells Mill Rd.,,Wells Mill Rd,Waretown,Ocean,NJ,8758,7/13/2018 22:56,64,,78,30.22,10,SSW,3.5,,Night
A-1016623,2,7/13/2018 22:33,7/13/2018 23:18,40.699139,-74.238625,0,Left lane blocked due to accident on US-22 Westbound around Bloy St.,468,Bloy St,Hillside,Union,NJ,07205-1745,7/13/2018 22:51,75,,57,30.18,10,South,8.1,,Night
A-1016624,2,7/13/2018 23:06,7/13/2018 23:50,40.411926,-74.102875,0,Accident on County Hwy-50 New Monmouth Rd at County Hwy-516 Leonardville Rd.,,Cherry Tree Farm Rd,Middletown,Monmouth,NJ,7748,7/13/2018 22:56,69.1,,68,30.22,10,SSW,5.8,,Night
A-1016626,2,7/13/2018 23:35,7/14/2018 0:20,40.236446,-74.73938,0,Hit and run accident on Mulberry St at Breunig Ave.,277,Breunig Ave,Trenton,Mercer,NJ,08638-4407,7/13/2018 23:53,71.1,,66,30.16,10,South,6.9,,Night
A-1018684,3,7/14/2018 1:08,7/14/2018 1:37,40.7896,-74.19548,0,Left lane blocked due to accident on Garden State Pkwy Northbound at Exit 148 John F Kennedy Dr.,,Garden State Pkwy S,Bloomfield,Essex,NJ,7003,7/14/2018 0:51,73,,61,30.16,10,SSW,6.9,,Night
A-1018690,2,7/14/2018 9:42,7/14/2018 10:27,40.280392,-74.086052,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 105 NJ-18.,,NJ-18 S,Eatontown,Monmouth,NJ,7724,7/14/2018 9:56,77,,64,30.17,10,WSW,6.9,,Day
A-1018694,2,7/14/2018 10:08,7/14/2018 10:53,39.172245,-74.730133,4.360000134,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound between Exit 20 NJ-50 and Exit 17 County Hwy-625 Sea Isle Blvd.,495,Sea Isle Blvd,Cape May Court House,Cape May,NJ,8210,7/14/2018 9:55,77,,50,30.19,10,WSW,6.9,,Day
A-1018695,3,7/14/2018 10:46,7/14/2018 11:15,40.904221,-74.193497,0,Left lane blocked due to accident on I-80 Eastbound at County Hwy-636 Squirrelwood Rd.,,I-80 W,Little Falls,Passaic,NJ,7424,7/14/2018 10:53,80.1,,56,30.13,10,Variable,5.8,,Day
A-1018696,2,7/14/2018 11:36,7/14/2018 12:21,40.535835,-74.303452,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound at Exit 129 I-95.,,Garden State Pkwy S,Fords,Middlesex,NJ,8863,,,,,,,,,,Day
A-1018700,2,7/14/2018 11:57,7/14/2018 12:42,40.648697,-74.287415,0,Lane blocked due to accident on Garden State Pkwy Southbound at Exit 137 NJ-28 North Ave.,,Garden State Pkwy S,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1018705,2,7/14/2018 13:20,7/14/2018 14:05,40.542007,-74.309402,1.360000014,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound between Exit 130 US-1 and Exit 129 I-95.,,Garden State Pkwy S,Fords,Middlesex,NJ,8863,,,,,,,,,,Day
A-1018706,2,7/14/2018 13:25,7/14/2018 14:09,40.764912,-74.023521,0,Lane blocked due to accident on NJ-495 Lincoln Tunl Eastbound at Park Ave.,,Lincoln Tunl E,Weehawken,Hudson,NJ,7086,7/14/2018 13:51,87.1,,40,30.06,10,Variable,3.5,,Day
A-1018707,3,7/14/2018 13:47,7/14/2018 14:31,40.351765,-74.472839,0,Accident on I-95 Northbound at Exit 8A County Hwy-535 Cranbury South River Rd.,,New Jersey Tpke N,Monroe Township,Middlesex,NJ,8831,7/14/2018 13:53,88,,39,30.07,10,SW,11.5,,Day
A-1018709,2,7/14/2018 14:00,7/14/2018 14:44,40.658524,-74.288551,0,3 left lane blocked due to accident on Garden State Pkwy Southbound at Exit 137 NJ-28 North Ave.,,North Ave E,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1018710,3,7/14/2018 14:16,7/14/2018 15:00,40.847458,-74.01683,0,Right lane blocked due to accident on I-95 Northbound at Exit 68 US-46.,,New Jersey Tpke N,Ridgefield Park,Bergen,NJ,7660,7/14/2018 13:51,88,,42,30.05,10,SSW,11.5,,Day
A-1018717,2,7/14/2018 15:21,7/14/2018 16:05,40.893242,-74.120239,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exit 157 US-46.,,Garden State Pkwy S,Elmwood Park,Bergen,NJ,7407,7/14/2018 15:51,90,,40,30.03,10,WSW,11.5,,Day
A-1018721,2,7/14/2018 15:44,7/14/2018 16:28,40.471165,-74.296097,0,Left lane blocked due to accident on Garden State Pkwy Express Southbound at Exit 123 US-9 Upper Main St.,,Upper Main St,South Amboy,Middlesex,NJ,8879,,,,,,,,,,Day
A-1018722,2,7/14/2018 15:42,7/14/2018 16:26,40.739277,-74.073685,0,Left and center lane closed due to accident on US-1 Trk Northbound at NJ-7.,,US-1 Trk S,Jersey City,Hudson,NJ,7306,7/14/2018 15:35,89.6,,40,30.42,10,North,,,Day
A-1018734,2,7/14/2018 17:51,7/14/2018 18:35,40.828674,-74.176414,2.150000095,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound between Exit 150 County Hwy-651 Hoover Ave and Exit 151 County Hwy-655 Watchung Ave.,,Garden State Pkwy N,Bloomfield,Essex,NJ,7003,7/14/2018 17:51,90,,40,30,10,WSW,17.3,,Day
A-1018740,3,7/14/2018 19:26,7/14/2018 19:55,40.864208,-74.012138,1.5,Center lane closed due to accident on I-80 Local Eastbound from Exit 67 2nd St to I-95.,,New Jersey Tpke S,Teaneck,Bergen,NJ,7666,7/14/2018 19:51,88,,43,29.98,10,WSW,12.7,,Day
A-1018742,2,7/14/2018 20:19,7/14/2018 20:48,40.853786,-73.963249,0,Left lane blocked due to accident on I-95 Upper level Northbound at Exits 73 74 Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,7/14/2018 19:51,88,,43,29.98,10,WSW,12.7,,Day
A-1018744,3,7/14/2018 21:20,7/14/2018 21:49,40.866238,-74.4394,4.619999886,Left lane closed due to accident on I-80 Eastbound from Exit 39 US-46 to Exits 42A-B 42A-C US-202 Littleton Rd.,,I-80 E,Parsippany,Morris,NJ,7054,7/14/2018 21:45,80.6,,61,30.03,10,West,5.8,,Day
A-1018746,2,7/14/2018 22:34,7/14/2018 23:18,40.707142,-74.245247,0,Accident on Garden State Pkwy Northbound at Exit 142A.,,Garden State Pkwy S,Hillside,Union,NJ,7205,7/14/2018 22:51,84,,44,30.02,10,SW,11.5,,Night
A-1019405,2,7/16/2018 2:21,7/16/2018 3:05,40.7896,-74.19548,2.150000095,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound from Exit 147 Parkway Dr to Exit 148 John F Kennedy Dr.,,Garden State Pkwy S,Bloomfield,Essex,NJ,7003,7/16/2018 1:51,75.9,,82,29.96,10,Calm,,,Night
A-1019406,2,7/16/2018 2:40,7/16/2018 3:24,39.308506,-74.618332,0,Right lane blocked due to accident on Garden State Pkwy Northbound before US-9.,,Garden State Pkwy N,Somers Point,Atlantic,NJ,8244,7/16/2018 2:54,75,,90,30,10,SW,3.5,,Night
A-1019407,3,7/16/2018 3:50,7/16/2018 4:20,40.892975,-74.714287,0,Accident on I-80 Westbound at Exit 26 US-46.,,US Highway 46,Flanders,Morris,NJ,7836,7/16/2018 3:54,68,,100,29.98,,Calm,,,Day
A-1019416,3,7/16/2018 6:41,7/16/2018 7:11,40.812836,-74.309212,0,Left and center lane closed due to accident on I-280 Westbound before Exits 5A 5B County Hwy-527 Livingston Ave.,,I-280 E,Roseland,Essex,NJ,7068,7/16/2018 6:53,73,,93,30,10,Variable,3.5,,Day
A-1019419,2,7/16/2018 6:52,7/16/2018 7:22,40.721241,-74.232224,0,Serious accident on Union Ave at Garden State Pkwy .,,Garden State Pkwy S,Irvington,Essex,NJ,7111,7/16/2018 6:51,75,,84,29.98,10,SW,8.1,,Day
A-1019423,3,7/16/2018 6:57,7/16/2018 7:27,40.233669,-74.700493,0,Left hand shoulder blocked due to accident on I-295 Northbound at Exits 63 63A-B County Hwy-606 Hamilton Ave.,,I-295 N,Trenton,Mercer,NJ,8619,7/16/2018 6:53,73,,93,29.97,6,Calm,,,Day
A-1019436,2,7/16/2018 7:48,7/16/2018 8:17,40.633381,-74.296738,0,Left lane blocked due to accident on Garden State Pkwy Northbound before Stiles St.,,Garden State Pkwy N,Clark,Union,NJ,7066,,,,,,,,,,Day
A-1019437,3,7/16/2018 7:49,7/16/2018 8:19,40.650433,-74.757011,0,Accident on I-78 Eastbound before Exit 24 County Hwy-523 Oldwick Rd.,,I-78 E,Lebanon,Hunterdon,NJ,8833,7/16/2018 7:53,73.9,,93,29.98,9,Calm,,,Day
A-1019439,2,7/16/2018 7:51,7/16/2018 8:20,40.876442,-74.063812,0.75,Entry ramp to I-80 Eastbound from NJ-17 Southbound lane blocked due to accident.,,State Route 17,Hackensack,Bergen,NJ,7601,7/16/2018 7:51,78.1,,79,29.97,10,Calm,,,Day
A-1019443,2,7/16/2018 8:00,7/16/2018 8:29,39.395954,-74.562447,0,Left hand shoulder blocked due to accident on Garden State Pkwy Northbound after Exit 36 County Hwy-651 Fire Rd.,,Garden State Pkwy N,Egg Harbor Township,Atlantic,NJ,8234,7/16/2018 7:54,80.1,,85,30.01,10,SW,3.5,,Day
A-1019444,2,7/16/2018 8:02,7/16/2018 8:32,39.821487,-75.013626,0,Accident on Lakeview Ave at County Hwy-673 Laurel Rd.,1298,Lakeview Ave,Laurel Springs,Camden,NJ,08021-3024,7/16/2018 7:54,,,,30,10,Calm,,,Day
A-1019445,3,7/16/2018 8:04,7/16/2018 8:34,40.541271,-74.308556,0,Accident on I-95 Northbound at Exit 11 Garden State Pkwy.,,New Jersey Tpke S,Fords,Middlesex,NJ,8863,,,,,,,,,,Day
A-1019451,3,7/16/2018 8:20,7/16/2018 8:49,39.87537,-75.04982,0,Right hand shoulder blocked due to accident on I-295 Southbound at Exit 29A US-30 White Horse Pike.,,Clements Bridge Rd,Barrington,Camden,NJ,8007,7/16/2018 8:34,79,,82,30,7,South,4.6,,Day
A-1019452,2,7/16/2018 8:21,7/16/2018 8:51,40.658531,-74.287331,0,Right lane blocked due to accident on Garden State Pkwy Southbound after Exit 137 NJ-28 North Ave.,,North Ave E,Cranford,Union,NJ,7016,,,,,,,,,,Day
A-1019471,3,7/16/2018 9:24,7/16/2018 9:54,40.80035,-74.075081,0,Accident on I-95 NJ Tpke Northbound at Exit 16W.,,New Jersey Tpke N,East Rutherford,Bergen,NJ,7073,7/16/2018 9:51,84,,67,29.97,10,SE,4.6,,Day
A-1019473,3,7/16/2018 9:37,7/16/2018 10:06,40.541271,-74.308556,0,Left lane blocked due to accident on I-95 NJ Tpke Southbound at Exit 11 Garden State Pkwy.,,New Jersey Tpke S,Fords,Middlesex,NJ,8863,,,,,,,,,,Day
A-1019474,3,7/16/2018 9:40,7/16/2018 10:09,40.714375,-74.139267,0,Accident on I-95 Northbound at 14-14C.,,New Jersey Tpke N,Newark,Essex,NJ,7105,7/16/2018 9:51,86,,63,29.98,10,WSW,8.1,,Day
A-1019479,3,7/16/2018 10:06,7/16/2018 10:35,40.64056,-74.20607,0,Right hand shoulder blocked due to accident on I-95 NJ Tpke Northbound at Exit 13 I-278.,,New Jersey Tpke N,Elizabeth,Union,NJ,7202,,,,,,,,,,Day
A-1019487,2,7/16/2018 10:43,7/16/2018 11:12,40.481461,-74.301537,0,Left lane blocked due to accident on Garden State Pkwy Northbound at Exit 124 County Hwy-670 Main St.,,Garden State Pkwy N,South Amboy,Middlesex,NJ,8879,,,,,,,,,,Day
A-1019491,3,7/16/2018 10:54,7/16/2018 11:22,40.876442,-74.063812,0.75,Entry ramp to I-80 Eastbound from NJ-17 Southbound lane blocked due to accident.,,State Route 17,Hackensack,Bergen,NJ,7601,7/16/2018 10:51,87.1,,61,29.96,10,SSE,3.5,,Day
A-1019497,2,7/16/2018 11:40,7/16/2018 12:10,40.48521,-74.422104,0,Left and center lane blocked due to accident on NJ-18 Burnet St Northbound at Paulus Blvd.,84,Burnet St,New Brunswick,Middlesex,NJ,08901-1638,,,,,,,,,,Day
A-1019501,2,7/16/2018 11:57,7/16/2018 12:26,40.847198,-73.989822,0,Left lane blocked due to accident on US 1&9 Southbound at 6th St.,,US Highway 46,Palisades Park,Bergen,NJ,7650,7/16/2018 11:51,91,,53,29.95,10,Variable,5.8,,Day
A-1019506,3,7/16/2018 12:56,7/16/2018 13:26,40.202415,-74.635201,0,Left lane closed due to accident on I-195 Westbound at Exits 5A 5B US-130.,,US-130 N,Trenton,Mercer,NJ,8691,7/16/2018 12:53,90,,50,29.95,10,WSW,9.2,,Day
A-1019508,3,7/16/2018 13:29,7/16/2018 13:59,39.867367,-75.101967,0,Left lane closed due to accident on I-295 Southbound at Exit 26 NJ-42.,,NJ-42 S,Bellmawr,Camden,NJ,8031,7/16/2018 13:54,91,,48,29.96,10,SW,9.2,,Day
A-1019509,2,7/16/2018 13:31,7/16/2018 14:01,39.95002,-74.124298,0,Center lane closed due to accident on NJ-37 Eastbound at County Hwy-571 Fischer Blvd.,,Route 37 E,Toms River,Ocean,NJ,8753,7/16/2018 13:56,93.9,,46,29.98,10,West,10.4,,Day
A-1019510,2,7/16/2018 13:45,7/16/2018 14:14,39.126053,-74.771919,0,Left lane blocked due to accident on Garden State Pkwy Southbound at Exit 13 County Hwy-601 Avalon Blvd.,,Garden State Pkwy N,Cape May Court House,Cape May,NJ,8210,7/16/2018 13:55,87.1,,61,30.01,10,SSE,10.4,,Day
A-1019513,2,7/16/2018 14:04,7/16/2018 14:33,40.907234,-74.100967,0,Two lanes blocked and right hand shoulder blocked due to debris on road and accident on Garden State Pkwy Southbound at Exit 159 County Hwy-60 Pehle Ave.,,Garden State Pkwy S,Saddle Brook,Bergen,NJ,7663,7/16/2018 13:51,91,,50,29.93,10,Variable,5.8,,Day
A-1019517,2,7/16/2018 14:34,7/16/2018 15:04,40.900524,-74.072754,0,Right lane closed due to accident on NJ-17 Northbound at Central Ave.,102,State Route 17 N,Rochelle Park,Bergen,NJ,7662,7/16/2018 14:51,91,,55,29.91,10,South,13.8,,Day
A-1019522,3,7/16/2018 15:48,7/16/2018 16:17,40.734882,-74.123688,0,One lane blocked due to accident on I-95 New Jersey Turnpike Northbound at Exit 15E US-1 Pulaski Skwy.,,Pulaski Skwy N,Newark,Essex,NJ,7105,7/16/2018 15:51,90,,55,29.91,10,SSE,9.2,,Day
A-1019528,2,7/16/2018 16:09,7/16/2018 16:38,40.893738,-74.131645,0,Accident on NJ-20 McLean Blvd Southbound at Crooks Ave.,,Crooks Ave,Paterson,Passaic,NJ,7503,7/16/2018 15:51,91,,55,29.9,10,South,11.5,,Day
A-1019532,3,7/16/2018 16:46,7/16/2018 17:16,40.187553,-74.69207,0,Left hand shoulder blocked due to accident on I-195 Eastbound at Exit 2 County Hwy-620 Arena Dr.,,I-195 W,Trenton,Mercer,NJ,8610,7/16/2018 16:53,93.9,,43,29.88,10,SW,8.1,,Day
A-1019542,3,7/16/2018 18:08,7/16/2018 18:37,40.89267,-74.415161,0,Right lane blocked due to fuel spillage on I-287 Northbound at Exit 43 US-202 Intervale Rd.,,I-287 N,Boonton,Morris,NJ,7005,7/16/2018 17:45,89.6,,55,29.9,10,SW,4.6,,Day
A-1019548,2,7/16/2018 19:22,7/16/2018 19:52,39.353699,-74.448952,0,Accident on Chelsea Ave at Atlantic Ave.,,S Chelsea Ave,Atlantic City,Atlantic,NJ,8401,7/16/2018 18:54,87.1,,61,29.93,10,South,11.5,,Day
A-1019553,2,7/16/2018 20:19,7/16/2018 21:03,39.934048,-75.098701,1.470000029,Restrictions due to accident on County Hwy-608 Baird Blvd both ways from US-30 Admiral Wilson Blvd to Magnolia Ave.,1525,Baird Blvd,Camden,Camden,NJ,08103-2845,7/16/2018 19:54,89.1,,53,29.9,10,South,10.4,,Day
